id_contrato,departamento,entidad,modalidad,valor_contrato,fecha_firma
C-002262,BOGOTA D.C.,Entidad 276,Minima cuantia,"9.102.280,76",2025-04-10
C-002263,CUNDINAMARCA,Entidad 259,Minima cuantia,"4.040.333,93",2025-05-13
C-002264,BOGOTA D.C.,Entidad 151,Minima cuantia,"101.355.104,17",2025-10-14
C-002265,ATLANTICO,Entidad 058,Contratacion directa,"118.430.075,51",2025-06-16
C-002266,BOLIVAR,Entidad 232,Minima cuantia,"10.923.349,58",2025-01-15
C-002267,ANTIOQUIA,Entidad 018,Seleccion abreviada,"11.335.073,62",2025-08-06
C-002268,ATLANTICO,Entidad 114,Seleccion abreviada,"238.917.222,52",2025-05-14
C-002269,BOLIVAR,Entidad 165,Minima cuantia,"2.560.566,42",2025-12-28
C-002270,SANTANDER,Entidad 363,Licitacion publica,"26.184.863,93",2025-08-24
C-002271,VALLE DEL CAUCA,Entidad 240,Contratacion directa,"28.010.484,50",2025-11-13
C-002272,BOGOTA D.C.,Entidad 377,Minima cuantia,"10.344.936,66",2025-10-16
C-002273,BOGOTA D.C.,Entidad 020,Contratacion directa,"133.197.444,33",2025-12-18
C-002274,BOGOTA D.C.,Entidad 073,Contratacion directa,"13.834.665,78",2025-07-28
C-002275,ANTIOQUIA,Entidad 380,Contratacion directa,"133.158.533,46",2025-11-18
C-002276,ANTIOQUIA,Entidad 106,Licitacion publica,"2.472.501,41",2025-08-11
C-002277,BOYACA,Entidad 009,Contratacion directa,"29.827.948,02",2025-02-14
C-002278,VALLE DEL CAUCA,Entidad 157,Seleccion abreviada,"1.275.554,00",2025-04-26
C-002279,ANTIOQUIA,Entidad 028,Contratacion directa,"129.775.611,93",2025-03-08
C-002280,ANTIOQUIA,Entidad 086,Licitacion publica,"348.057.253,80",2025-10-07
C-002281,BOGOTA D.C.,Entidad 027,Seleccion abreviada,"59.316.153,36",2025-05-18
C-002282,ATLANTICO,Entidad 230,Licitacion publica,"69.949.900,91",2025-05-24
C-002283,BOGOTA D.C.,Entidad 011,Licitacion publica,"26.628.515,27",2025-11-04
C-002284,NARINO,Entidad 248,Minima cuantia,"222.149.249,67",2025-10-13
C-002285,ANTIOQUIA,Entidad 074,Minima cuantia,"9.166.873,35",2025-01-23
C-002286,BOGOTA D.C.,Entidad 165,Contratacion directa,"32.020.735,75",2025-12-13
C-002287,BOGOTA D.C.,Entidad 364,Contratacion directa,"15.455.748,15",2025-06-20
C-002288,BOGOTA D.C.,Entidad 343,Contratacion directa,"29.766.733,11",2025-10-13
C-002289,VALLE DEL CAUCA,Entidad 214,Minima cuantia,"16.396.103,44",2025-10-18
C-002290,ANTIOQUIA,Entidad 366,Seleccion abreviada,"89.523.794,98",2025-06-25
C-002291,BOGOTA D.C.,Entidad 321,Seleccion abreviada,"31.510.701,38",2025-10-07
C-002292,VALLE DEL CAUCA,Entidad 041,Contratacion directa,"302.773.432,92",2025-06-10
C-002293,ANTIOQUIA,Entidad 112,Seleccion abreviada,"19.988.963,30",2025-03-16
C-002294,CALDAS,Entidad 166,Seleccion abreviada,"17.759.386,78",2025-08-09
C-002295,CUNDINAMARCA,Entidad 018,Seleccion abreviada,"5.271.188,66",2025-07-05
C-002296,ANTIOQUIA,Entidad 261,Licitacion publica,"31.180.409,17",2025-09-25
C-002297,VALLE DEL CAUCA,Entidad 329,Contratacion directa,"9.433.940,89",2025-08-06
C-002298,BOGOTA D.C.,Entidad 165,Licitacion publica,"42.556.063,77",2025-07-24
C-002299,CUNDINAMARCA,Entidad 219,Seleccion abreviada,"6.584.730,42",2025-03-09
C-002300,NARINO,Entidad 190,Licitacion publica,"206.128.290,83",2025-12-02
C-002301,BOGOTA D.C.,Entidad 250,Licitacion publica,"27.720.184,18",2025-11-17
C-002302,BOGOTA D.C.,Entidad 246,Licitacion publica,"14.648.764,77",2025-09-09
C-002303,BOGOTA D.C.,Entidad 159,Minima cuantia,"89.871.497,34",2025-11-17
C-002304,BOGOTA D.C.,Entidad 098,Licitacion publica,"58.763.610,29",2025-03-13
C-002305,NARINO,Entidad 170,Contratacion directa,"34.168.897,62",2025-03-09
C-002306,SANTANDER,Entidad 251,Contratacion directa,"3.926.907,45",2025-04-22
C-002307,BOGOTA D.C.,Entidad 333,Contratacion directa,"7.247.825,05",2025-07-23
C-002308,ANTIOQUIA,Entidad 323,Contratacion directa,"412.196.920,67",2025-09-14
C-002309,BOGOTA D.C.,Entidad 300,Contratacion directa,"20.494.638,01",2025-01-11
C-002310,ANTIOQUIA,Entidad 095,Minima cuantia,"34.027.620,38",2025-10-01
C-002311,BOGOTA D.C.,Entidad 291,Seleccion abreviada,"12.142.281,70",2025-08-23
C-002312,ANTIOQUIA,Entidad 185,Contratacion directa,"4.772.038,99",2025-05-09
C-002313,BOGOTA D.C.,Entidad 060,Contratacion directa,"92.290.779,51",2025-09-23
C-002314,BOGOTA D.C.,Entidad 394,Contratacion directa,"51.088.599,27",2025-03-03
C-002315,SANTANDER,Entidad 249,Minima cuantia,"19.805.019,21",2025-06-12
C-002316,BOGOTA D.C.,Entidad 214,Contratacion directa,"16.140.749,46",2025-06-09
C-002317,BOGOTA D.C.,Entidad 073,Contratacion directa,"34.310.584,79",2025-05-27
C-002318,ANTIOQUIA,Entidad 063,Minima cuantia,"19.951.691,27",2025-05-05
C-002319,ANTIOQUIA,Entidad 190,Minima cuantia,"100.263.050,08",2025-09-18
C-002320,ANTIOQUIA,Entidad 114,Licitacion publica,"26.735.061,88",2025-07-16
C-002321,CUNDINAMARCA,Entidad 361,Minima cuantia,"2.935.984,85",2025-12-20
C-002322,BOGOTA D.C.,Entidad 023,Licitacion publica,"245.268.501,25",2025-10-03
C-002323,ANTIOQUIA,Entidad 367,Minima cuantia,"19.511.934,31",2025-09-27
C-002324,VALLE DEL CAUCA,Entidad 276,Minima cuantia,"2.152.099,06",2025-01-19
C-002325,VALLE DEL CAUCA,Entidad 261,Minima cuantia,"109.432.522,46",2025-04-10
C-002326,ANTIOQUIA,Entidad 163,Licitacion publica,"56.017.531,37",2025-09-28
C-002327,ATLANTICO,Entidad 282,Seleccion abreviada,"14.891.976,49",2025-11-18
C-002328,CUNDINAMARCA,Entidad 231,Contratacion directa,"3.826.290,16",2025-05-17
C-002329,ANTIOQUIA,Entidad 086,Contratacion directa,"18.800.015,07",2025-06-12
C-002330,VALLE DEL CAUCA,Entidad 213,Licitacion publica,"121.256.405,49",2025-06-04
C-002331,CALDAS,Entidad 113,Minima cuantia,"41.412.965,57",2025-08-22
C-002332,ANTIOQUIA,Entidad 113,Contratacion directa,"7.884.313,72",2025-09-17
C-002333,VALLE DEL CAUCA,Entidad 142,Seleccion abreviada,"20.402.170,52",2025-03-07
C-002334,BOYACA,Entidad 252,Licitacion publica,"10.071.039,82",2025-08-28
C-002335,BOGOTA D.C.,Entidad 108,Minima cuantia,"28.273.418,63",2025-09-13
C-002336,SANTANDER,Entidad 250,Seleccion abreviada,"49.544.253,67",2025-01-12
C-002337,BOGOTA D.C.,Entidad 370,Minima cuantia,"92.905.611,80",2025-01-15
C-002338,ANTIOQUIA,Entidad 063,Contratacion directa,"41.618.400,70",2025-05-25
C-002339,BOGOTA D.C.,Entidad 272,Minima cuantia,"12.256.367,63",2025-10-21
C-002340,BOGOTA D.C.,Entidad 022,Licitacion publica,"20.054.267,61",2025-06-17
C-002341,BOGOTA D.C.,Entidad 244,Seleccion abreviada,"88.700.017,53",2025-08-16
C-002342,NARINO,Entidad 304,Seleccion abreviada,"31.538.648,73",2025-02-18
C-002343,ANTIOQUIA,Entidad 256,Minima cuantia,"36.314.070,20",2025-09-04
C-002344,TOLIMA,Entidad 082,Licitacion publica,"74.358.680,87",2025-03-05
C-002345,CUNDINAMARCA,Entidad 190,Licitacion publica,"55.559.861,24",2025-11-20
C-002346,BOGOTA D.C.,Entidad 230,Contratacion directa,"37.989.132,52",2025-11-06
C-002347,BOGOTA D.C.,Entidad 173,Minima cuantia,"19.455.799,19",2025-04-12
C-002348,ANTIOQUIA,Entidad 244,Minima cuantia,"14.108.515,80",2025-08-05
C-002349,ANTIOQUIA,Entidad 374,Seleccion abreviada,"67.737.236,15",2025-01-15
C-002350,SANTANDER,Entidad 358,Contratacion directa,"18.355.935,38",2025-05-12
C-002351,BOGOTA D.C.,Entidad 170,Contratacion directa,"50.208.679,64",2025-05-26
C-002352,CUNDINAMARCA,Entidad 253,Contratacion directa,"47.183.482,12",2025-07-15
C-002353,BOGOTA D.C.,Entidad 098,Licitacion publica,"12.313.106,21",2025-03-03
C-002354,ATLANTICO,Entidad 002,Minima cuantia,"7.682.372,75",2025-12-15
C-002355,BOGOTA D.C.,Entidad 068,Minima cuantia,"8.373.927,51",2025-02-27
C-002356,ANTIOQUIA,Entidad 064,Licitacion publica,"30.342.149,87",2025-12-13
C-002357,BOGOTA D.C.,Entidad 071,Licitacion publica,"15.205.958,19",2025-11-13
C-002358,VALLE DEL CAUCA,Entidad 344,Contratacion directa,"5.779.389,10",2025-09-16
C-002359,CAUCA,Entidad 097,Minima cuantia,"30.379.417,47",2025-02-14
C-002360,BOGOTA D.C.,Entidad 394,Minima cuantia,"41.250.582,88",2025-02-27
C-002361,VALLE DEL CAUCA,Entidad 123,Seleccion abreviada,"19.584.695,85",2025-03-07
C-002362,BOGOTA D.C.,Entidad 141,Seleccion abreviada,"86.787.388,18",2025-09-15
C-002363,BOGOTA D.C.,Entidad 363,Minima cuantia,"21.797.765,52",2025-08-09
C-002364,VALLE DEL CAUCA,Entidad 374,Minima cuantia,"123.650.909,97",2025-09-05
C-002365,VALLE DEL CAUCA,Entidad 038,Minima cuantia,"79.680.637,01",2025-06-05
C-002366,VALLE DEL CAUCA,Entidad 020,Licitacion publica,"93.763.779,70",2025-12-13
C-002367,META,Entidad 241,Licitacion publica,"10.534.242,36",2025-10-20
C-002368,ANTIOQUIA,Entidad 194,Seleccion abreviada,"445.602.096,59",2025-02-22
C-002369,ANTIOQUIA,Entidad 146,Seleccion abreviada,"86.309.324,12",2025-01-01
C-002370,VALLE DEL CAUCA,Entidad 314,Contratacion directa,"55.260.964,99",2025-09-16
C-002371,BOGOTA D.C.,Entidad 252,Licitacion publica,"25.768.792,59",2025-03-17
C-002372,BOGOTA D.C.,Entidad 187,Contratacion directa,"12.036.160,45",2025-08-08
C-002373,NARINO,Entidad 390,Licitacion publica,"42.929.370,26",2025-12-23
C-002374,HUILA,Entidad 184,Seleccion abreviada,"1.954.358,87",2025-12-06
C-002375,BOGOTA D.C.,Entidad 385,Licitacion publica,"310.779.496,28",2025-07-11
C-002376,ANTIOQUIA,Entidad 257,Minima cuantia,"18.883.482,15",2025-12-16
C-002377,ATLANTICO,Entidad 087,Seleccion abreviada,"17.638.887,54",2025-03-06
C-002378,BOGOTA D.C.,Entidad 273,Seleccion abreviada,"2.131.868,57",2025-08-03
C-002379,BOGOTA D.C.,Entidad 113,Contratacion directa,"122.263.097,02",2025-02-28
C-002380,BOGOTA D.C.,Entidad 284,Minima cuantia,"10.374.459,25",2025-12-14
C-002381,VALLE DEL CAUCA,Entidad 125,Licitacion publica,"22.308.680,32",2025-01-04
C-002382,BOGOTA D.C.,Entidad 136,Contratacion directa,"4.555.519,85",2025-12-19
C-002383,BOGOTA D.C.,Entidad 192,Licitacion publica,"29.198.668,72",2025-09-17
C-002384,BOGOTA D.C.,Entidad 001,Minima cuantia,"47.372.494,57",2025-01-17
C-002385,BOGOTA D.C.,Entidad 343,Licitacion publica,"25.334.394,27",2025-02-07
C-002386,BOGOTA D.C.,Entidad 213,Licitacion publica,"4.969.491,90",2025-10-06
C-002387,BOGOTA D.C.,Entidad 177,Minima cuantia,"56.903.380,16",2025-01-19
C-002388,CUNDINAMARCA,Entidad 260,Licitacion publica,"340.409.331,64",2025-06-27
C-002389,RISARALDA,Entidad 131,Licitacion publica,"2.715.379,61",2025-08-24
C-002390,CUNDINAMARCA,Entidad 039,Seleccion abreviada,"39.817.735,52",2025-07-23
C-002391,ANTIOQUIA,Entidad 322,Seleccion abreviada,"22.623.081,44",2025-02-20
C-002392,VAUPES,Entidad 155,Seleccion abreviada,"482.931.651,61",2025-12-17
C-002393,BOGOTA D.C.,Entidad 292,Contratacion directa,"5.302.421,75",2025-10-14
C-002394,ANTIOQUIA,Entidad 079,Contratacion directa,"20.225.136,93",2025-12-04
C-002395,ANTIOQUIA,Entidad 066,Licitacion publica,"70.481.073,96",2025-12-11
C-002396,BOGOTA D.C.,Entidad 351,Seleccion abreviada,"2.584.866,85",2025-09-18
C-002397,ANTIOQUIA,Entidad 394,Contratacion directa,"47.086.583,32",2025-09-22
C-002398,ATLANTICO,Entidad 370,Licitacion publica,"23.276.099,73",2025-02-08
C-002399,CUNDINAMARCA,Entidad 308,Licitacion publica,"162.950.383,33",2025-11-11
C-002400,ANTIOQUIA,Entidad 168,Contratacion directa,"31.066.445,91",2025-02-28
C-002401,BOGOTA D.C.,Entidad 124,Seleccion abreviada,"57.317.322,26",2025-02-12
C-002402,NARINO,Entidad 271,Licitacion publica,"30.750.107,52",2025-10-18
C-002403,BOGOTA D.C.,Entidad 091,Minima cuantia,"10.220.194,91",2025-06-28
C-002404,VALLE DEL CAUCA,Entidad 358,Licitacion publica,"97.615.827,00",2025-01-04
C-002405,CUNDINAMARCA,Entidad 357,Contratacion directa,"3.928.302,24",2025-03-06
C-002406,ATLANTICO,Entidad 009,Minima cuantia,"26.362.917,56",2025-04-12
C-002407,BOGOTA D.C.,Entidad 314,Licitacion publica,"49.460.354,92",2025-03-16
C-002408,BOGOTA D.C.,Entidad 022,Minima cuantia,"21.372.166,42",2025-04-24
C-002409,VAUPES,Entidad 292,Seleccion abreviada,"9.475.292,15",2025-05-11
C-002410,ATLANTICO,Entidad 221,Minima cuantia,"25.350.529,31",2025-11-08
C-002411,BOGOTA D.C.,Entidad 260,Seleccion abreviada,"209.032.265,94",2025-05-10
C-002412,BOGOTA D.C.,Entidad 254,Licitacion publica,"11.417.561,32",2025-07-01
C-002413,ANTIOQUIA,Entidad 258,Contratacion directa,"16.260.686,84",2025-03-09
C-002414,SANTANDER,Entidad 160,Contratacion directa,"28.945.367,72",2025-03-23
C-002415,BOGOTA D.C.,Entidad 301,Contratacion directa,"96.254.072,63",2025-03-06
C-002416,TOLIMA,Entidad 070,Contratacion directa,"4.608.859,54",2025-05-16
C-002417,ANTIOQUIA,Entidad 159,Contratacion directa,"24.548.858,08",2025-04-12
C-002418,BOGOTA D.C.,Entidad 082,Seleccion abreviada,"35.351.339,35",2025-04-16
C-002419,BOGOTA D.C.,Entidad 344,Minima cuantia,"74.481.685,27",2025-07-01
C-002420,VALLE DEL CAUCA,Entidad 291,Licitacion publica,"90.700.355,93",2025-10-20
C-002421,VALLE DEL CAUCA,Entidad 251,Licitacion publica,"50.766.902,34",2025-09-20
C-002422,ANTIOQUIA,Entidad 296,Licitacion publica,"83.463.762,27",2025-08-18
C-002423,NARINO,Entidad 306,Minima cuantia,"33.542.223,59",2025-05-25
C-002424,BOGOTA D.C.,Entidad 172,Contratacion directa,"2.772.663,39",2025-03-19
C-002425,BOGOTA D.C.,Entidad 010,Contratacion directa,"20.857.929,28",2025-10-26
C-002426,BOGOTA D.C.,Entidad 276,Contratacion directa,"35.910.461,26",2025-01-08
C-002427,ANTIOQUIA,Entidad 114,Minima cuantia,"62.579.299,08",2025-02-01
C-002428,NARINO,Entidad 260,Licitacion publica,"20.345.884,32",2025-06-20
C-002429,ANTIOQUIA,Entidad 114,Contratacion directa,"23.218.989,79",2025-07-11
C-002430,BOGOTA D.C.,Entidad 052,Minima cuantia,"24.993.939,27",2025-09-14
C-002431,ANTIOQUIA,Entidad 040,Minima cuantia,"6.494.581,87",2025-10-20
C-002432,BOGOTA D.C.,Entidad 083,Seleccion abreviada,"4.973.064,68",2025-04-11
C-002433,CUNDINAMARCA,Entidad 068,Contratacion directa,"37.614.106,04",2025-12-25
C-002434,CALDAS,Entidad 299,Seleccion abreviada,"18.477.931,78",2025-06-02
C-002435,ANTIOQUIA,Entidad 372,Licitacion publica,"54.703.589,26",2025-09-07
C-002436,CUNDINAMARCA,Entidad 127,Minima cuantia,"25.980.129,90",2025-04-05
C-002437,ANTIOQUIA,Entidad 073,Contratacion directa,"15.209.197,64",2025-06-24
C-002438,BOGOTA D.C.,Entidad 021,Contratacion directa,"85.501.063,43",2025-09-27
C-002439,ANTIOQUIA,Entidad 250,Licitacion publica,"21.791.463,84",2025-08-01
C-002440,VALLE DEL CAUCA,Entidad 336,Minima cuantia,"41.196.693,13",2025-09-13
C-002441,ANTIOQUIA,Entidad 163,Seleccion abreviada,"11.704.082,62",2025-04-03
C-002442,VALLE DEL CAUCA,Entidad 328,Minima cuantia,"268.307.970,80",2025-05-25
C-002443,BOLIVAR,Entidad 017,Minima cuantia,"16.306.424,88",2025-09-27
C-002444,VALLE DEL CAUCA,Entidad 133,Contratacion directa,"29.150.303,55",2025-02-15
C-002445,BOGOTA D.C.,Entidad 230,Seleccion abreviada,"15.582.321,46",2025-05-28
C-002446,BOGOTA D.C.,Entidad 191,Licitacion publica,"134.442.357,48",2025-01-25
C-002447,VALLE DEL CAUCA,Entidad 056,Licitacion publica,"11.634.833,14",2025-03-22
C-002448,CUNDINAMARCA,Entidad 302,Minima cuantia,"17.703.220,96",2025-08-23
C-002449,BOGOTA D.C.,Entidad 047,Licitacion publica,"26.309.504,47",2025-03-02
C-002450,BOGOTA D.C.,Entidad 053,Licitacion publica,"9.794.036,53",2025-10-13
C-002451,BOGOTA D.C.,Entidad 053,Contratacion directa,"6.484.891,58",2025-01-27
C-002452,HUILA,Entidad 329,Licitacion publica,"101.062.384,24",2025-01-04
C-002453,VALLE DEL CAUCA,Entidad 383,Contratacion directa,"20.541.168,77",2025-01-27
C-002454,ATLANTICO,Entidad 283,Contratacion directa,"13.843.060,45",2025-03-08
C-002455,BOGOTA D.C.,Entidad 088,Seleccion abreviada,"20.824.824,75",2025-01-13
C-002456,VALLE DEL CAUCA,Entidad 101,Seleccion abreviada,"19.817.666,42",2025-02-14
C-002457,TOLIMA,Entidad 165,Seleccion abreviada,"156.510.520,57",2025-02-22
C-002458,QUINDIO,Entidad 312,Seleccion abreviada,"240.359.606,70",2025-02-26
C-002459,CUNDINAMARCA,Entidad 214,Minima cuantia,"40.063.158,11",2025-02-26
C-002460,CUNDINAMARCA,Entidad 306,Contratacion directa,"40.127.451,78",2025-02-27
C-002461,BOGOTA D.C.,Entidad 094,Minima cuantia,"19.173.121,84",2025-11-25
C-002462,CALDAS,Entidad 227,Contratacion directa,"19.255.489,89",2025-01-21
C-002463,CAUCA,Entidad 203,Contratacion directa,"17.209.683,94",2025-02-20
C-002464,ANTIOQUIA,Entidad 152,Seleccion abreviada,"6.644.843,63",2025-04-20
C-002465,BOGOTA D.C.,Entidad 397,Contratacion directa,"9.561.603,93",2025-11-02
C-002466,CUNDINAMARCA,Entidad 022,Minima cuantia,"19.333.938,98",2025-05-20
C-002467,BOGOTA D.C.,Entidad 072,Minima cuantia,"99.863.431,73",2025-03-19
C-002468,BOGOTA D.C.,Entidad 304,Minima cuantia,"46.978.199,52",2025-09-09
C-002469,BOGOTA D.C.,Entidad 291,Seleccion abreviada,"12.184.435,43",2025-03-04
C-002470,TOLIMA,Entidad 113,Minima cuantia,"8.420.999,67",2025-09-17
C-002471,CUNDINAMARCA,Entidad 090,Contratacion directa,"42.393.568,19",2025-01-10
C-002472,BOGOTA D.C.,Entidad 312,Contratacion directa,"24.834.070,61",2025-03-18
C-002473,CUNDINAMARCA,Entidad 400,Licitacion publica,"4.896.863,51",2025-06-07
C-002474,BOGOTA D.C.,Entidad 264,Minima cuantia,"14.316.322,65",2025-10-26
C-002475,BOGOTA D.C.,Entidad 299,Contratacion directa,"15.485.807,49",2025-03-18
C-002476,ANTIOQUIA,Entidad 388,Licitacion publica,"80.379.952,67",2025-10-16
C-002477,BOGOTA D.C.,Entidad 351,Licitacion publica,"19.146.734,82",2025-05-12
C-002478,ATLANTICO,Entidad 143,Seleccion abreviada,"7.102.333,63",2025-10-05
C-002479,VALLE DEL CAUCA,Entidad 180,Minima cuantia,"8.307.015,51",2025-05-28
C-002480,TOLIMA,Entidad 292,Licitacion publica,"3.415.572,74",2025-07-20
C-002481,SANTANDER,Entidad 295,Seleccion abreviada,"8.244.974,12",2025-09-05
C-002482,VALLE DEL CAUCA,Entidad 045,Minima cuantia,"72.144.392,53",2025-09-21
C-002483,CALDAS,Entidad 018,Licitacion publica,"33.198.601,25",2025-04-12
C-002484,VALLE DEL CAUCA,Entidad 051,Minima cuantia,"49.330.265,41",2025-07-21
C-002485,BOGOTA D.C.,Entidad 103,Licitacion publica,"20.948.338,66",2025-12-13
C-002486,BOGOTA D.C.,Entidad 343,Seleccion abreviada,"12.188.218,86",2025-12-18
C-002487,BOYACA,Entidad 062,Minima cuantia,"28.964.543,69",2025-09-23
C-002488,BOGOTA D.C.,Entidad 255,Seleccion abreviada,"5.278.654,54",2025-11-15
C-002489,ANTIOQUIA,Entidad 025,Licitacion publica,"90.326.629,11",2025-03-20
C-002490,BOGOTA D.C.,Entidad 101,Licitacion publica,"6.739.498,72",2025-04-25
C-002491,BOGOTA D.C.,Entidad 293,Contratacion directa,"72.731.969,72",2025-08-03
C-002492,BOGOTA D.C.,Entidad 299,Licitacion publica,"24.326.495,63",2025-04-17
C-002493,BOGOTA D.C.,Entidad 036,Seleccion abreviada,"138.078.272,78",2025-10-23
C-002494,HUILA,Entidad 038,Minima cuantia,"65.781.730,65",2025-11-28
C-002495,BOGOTA D.C.,Entidad 121,Contratacion directa,"4.518.772,16",2025-11-25
C-002496,BOGOTA D.C.,Entidad 365,Minima cuantia,"9.273.636,29",2025-07-10
C-002497,SANTANDER,Entidad 306,Seleccion abreviada,"15.756.081,61",2025-07-23
C-002498,BOGOTA D.C.,Entidad 066,Minima cuantia,"29.127.313,87",2025-12-17
C-002499,CAUCA,Entidad 050,Minima cuantia,"4.007.771,56",2025-10-04
C-002500,BOGOTA D.C.,Entidad 140,Licitacion publica,"34.237.947,86",2025-08-03
C-002501,BOGOTA D.C.,Entidad 114,Contratacion directa,"7.391.288,39",2025-04-13
C-002502,BOGOTA D.C.,Entidad 330,Seleccion abreviada,"54.600.937,27",2025-07-19
C-002503,VALLE DEL CAUCA,Entidad 354,Licitacion publica,"10.611.625,32",2025-06-16
C-002504,ANTIOQUIA,Entidad 179,Minima cuantia,"43.222.709,74",2025-03-17
C-002505,VALLE DEL CAUCA,Entidad 147,Seleccion abreviada,"96.422.695,26",2025-03-23
C-002506,BOYACA,Entidad 300,Seleccion abreviada,"33.253.700,77",2025-05-11
C-002507,ANTIOQUIA,Entidad 161,Contratacion directa,"33.099.541,98",2025-02-01
C-002508,SANTANDER,Entidad 327,Seleccion abreviada,"36.452.678,94",2025-12-11
C-002509,VALLE DEL CAUCA,Entidad 239,Licitacion publica,"68.951.448,06",2025-09-14
C-002510,ANTIOQUIA,Entidad 291,Contratacion directa,"2.979.642,43",2025-04-15
C-002511,SANTANDER,Entidad 185,Contratacion directa,"17.427.739,54",2025-09-03
C-002512,VALLE DEL CAUCA,Entidad 277,Licitacion publica,"51.704.498,37",2025-09-07
C-002513,BOGOTA D.C.,Entidad 132,Minima cuantia,"25.932.122,32",2025-01-22
C-002514,BOGOTA D.C.,Entidad 357,Minima cuantia,"49.620.417,81",2025-03-17
C-002515,SANTANDER,Entidad 064,Contratacion directa,"3.801.466,95",2025-12-17
C-002516,BOGOTA D.C.,Entidad 387,Contratacion directa,"57.939.821,38",2025-02-10
C-002517,ATLANTICO,Entidad 040,Seleccion abreviada,"35.252.685,09",2025-02-05
C-002518,BOGOTA D.C.,Entidad 227,Licitacion publica,"5.871.336,51",2025-06-12
C-002519,ATLANTICO,Entidad 361,Contratacion directa,"19.268.019,73",2025-12-11
C-002520,CESAR,Entidad 002,Licitacion publica,"119.087.753,45",2025-11-21
C-002521,CESAR,Entidad 218,Seleccion abreviada,"392.206.836,28",2025-02-09
C-002522,BOGOTA D.C.,Entidad 359,Minima cuantia,"9.482.305,20",2025-05-26
C-002523,BOGOTA D.C.,Entidad 159,Contratacion directa,"5.428.286,25",2025-10-26
C-002524,VALLE DEL CAUCA,Entidad 133,Minima cuantia,"336.766.514,80",2025-11-19
C-002525,ANTIOQUIA,Entidad 247,Licitacion publica,"10.379.481,29",2025-12-27
C-002526,ANTIOQUIA,Entidad 169,Seleccion abreviada,"236.673.642,93",2025-11-26
C-002527,VALLE DEL CAUCA,Entidad 256,Seleccion abreviada,"71.835.259,88",2025-01-20
C-002528,VALLE DEL CAUCA,Entidad 220,Contratacion directa,"6.729.597,96",2025-06-08
C-002529,VALLE DEL CAUCA,Entidad 270,Contratacion directa,"3.667.209,35",2025-09-07
C-002530,ANTIOQUIA,Entidad 260,Licitacion publica,"26.812.442,65",2025-12-26
C-002531,BOGOTA D.C.,Entidad 188,Licitacion publica,"204.020.074,86",2025-01-17
C-002532,SANTANDER,Entidad 218,Licitacion publica,"161.711.508,99",2025-11-13
C-002533,BOGOTA D.C.,Entidad 165,Contratacion directa,"31.983.199,08",2025-08-15
C-002534,SANTANDER,Entidad 029,Licitacion publica,"4.686.557,15",2025-09-28
C-002535,BOLIVAR,Entidad 043,Licitacion publica,"375.178.391,48",2025-02-21
C-002536,SANTANDER,Entidad 082,Minima cuantia,"76.836.056,04",2025-08-11
C-002537,BOGOTA D.C.,Entidad 383,Minima cuantia,"26.981.011,88",2025-08-22
C-002538,CAUCA,Entidad 321,Minima cuantia,"113.138.535,47",2025-06-28
